,title,price,land,building,bed,bath,floor,certificate,location
358,"Kost eksklusif seturan kos dekat upn,ykpn,uii, atmajaya babarsari,ugm",Rp 2.300.000.000,145,250,10,10,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
359,"Villa Pakem, Area Wisata Kaliurang",Rp 2.840.000.000,1290,350,4,3,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
360,Jual kos di umbulharjo jogja,Rp 850.000.000,156,156,7,3,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
361,Rumah Siaphuni type 90/141m2 SHM Rp695jt nego halus,Rp 695.000.000,140,80,3,2,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
362,RUMAH DI PURWOMARTANI KALASAN SLEMAN DALAM CLUSTER DEKAT SAMBISARI,Rp 1.600.000.000,146,134,4,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
363,di jual mewah+kost exclusive lokasi strategis dekat kampus UIN,Rp 5.500.000.000,677,900,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
364,"Villa Pakem, Area Wisata Kaliurang",Rp 2.840.000.000,1290,350,4,3,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
365,Kost kos eksklusif Monjali dekat Pogung Plemburan UnyUGM Lempongsari,Rp 2.100.000.000,153,221,10,7,2,,"Depok, Sleman Kab., Yogyakarta D.I."
366,Kode : RSH 3240 #Rumah dan Warung Makan Strategis Siap Huni di Bangunt,Rp 1.800.000.000,291,50,3,2,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
367,Hunian Baru Banguntapan Tamanan Dekat JL Imogiri Timur UAD Giwangan,Rp 325.000.000,61,36,2,1,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
368,Kost dijual Jogja di Jakal 5 menit ke Kampus UII Jalan Kaliurang KM 13,Rp 1.900.000.000,150,120,10,10,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
369,Premium Griya Perumahan Wedomartani Dkat Jogja Bay Maguwoharjo Sleman,Rp 799.000.000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
370,Hunian Perum Pusat Kota Gonjen Brajan Tamantirto Kasihan Dkt UMY UPY,Rp 480.000.000,92,102,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
371,Rumah dikotagede kotamadya,Rp 900.000.000,125,85,3,2,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
372,Rumah Bagus Perum JL Kaliurang Tiyasan Dekat PLN Banteng Kolombo UGM,Rp 650.000.000,93,70,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
373,"Asri Sejuk Dekat Sungai, Daaru Tirta Hutama, Bebas Desain Fasad",Rp 328.650.000,79,38,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
374,Griya Nyaman Perum JL Turi Dkt JL Magelang Pandowoharjo Pangukan,Rp 675.000.000,120,58,2,1,1,SHM - Sertifikat Hak Milik,"Turi, Sleman Kab., Yogyakarta D.I."
375,Rumah Perum 3KT 2KM Sleman Margoluwih Seyegan Dekat TGP Godean Jogja,Rp 325.000.000,83,50,3,2,2,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
376,Rumah modern cantik lingkungan dalam cluster wirobrajan dkt malioboro,Rp 550.000.000,85,55,2,1,0,,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
377,"NEGO Sampai Deal, Bisa Custom Layout Rumah, Tipe 36, Maguwoharjo",Rp 458.000.000,64,36,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
378,Kode RSH 305 # Rumah Murah Bagus di Baturetno Banguntapan Bantul Yogya,Rp 350.000.000,56,38,2,1,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
379,"Rumah Dekat UGM, UTY, MMTC",Rp 3.000.000.000,406,226,3,4,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
380,Dijual Cepat Hunian Murah kawasan ring road minimalis modern,Rp 481.000.000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
381,RUMAH INDUSTRIAL DI JALAN PALAGAN KM 8 DEKAT FILOSOFI KOPI PALAGAN,Rp 1.450.000.000,143,89,2,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
382,"HARGA TERJANGKAU, MURAH, BISA KPR, BONUS MOTOR",Rp 369.852.369,192,45,2,2,1,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I."
383,Rumah baru di selatan lapangan tamantirto Bantul,Rp 400.303.999,101,60,3,2,0,,"Jetis, Bantul Kab., Yogyakarta D.I."
384,Kode RSH 305 # Rumah Murah Bagus di Baturetno Banguntapan Bantul Yogya,Rp 350.000.000,56,38,2,1,1,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
385,"Rumah Dekat UGM, UTY, MMTC",Rp 3.000.000.000,406,226,3,4,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
386,"Rumah cocok untuk Usaha , Kantor dekat Kampus UMY &amp; Pusat Kota Jogja",Rp 3.000.000.000,170,198,4,3,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
387,"Rumah Dekat UGM, UII Jogja",Rp 3.200.000.000,210,180,5,3,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
388,"Rumah Dekat UGM, Mall SCH",Rp 2.700.000.000,230,177,5,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
389,"Akses Mobil Masuk, Hunian Area Pundong I, Dekat Jl. Kebon Agung",Rp 440.000.000,87,36,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
390,"Rumah Dekat UMY, UPY, UBSI",Rp 3.250.000.000,272,397,5,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
391,"Rumah Furnished Dekat UGM, Pogung",Rp 2.600.000.000,139,204,4,4,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
392,Rumah Villa Dg Kolamrenang Murah Timur Pasar Gentan Jogja,Rp 2.300.000.600,517,196,4,3,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
393,Rumah dekat Gedong Kuning dlm ringroad,Rp 475.000.000,75,55,2,1,,,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
394,"Rumah Jogja, Dekat UGM, UAD",Rp 2.600.000.000,213,190,5,5,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
395,Rumah bagus dekat UGM dalam perumahan elit,Rp 2.800.000.000,375,450,9,5,2,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
396,Kost Mewah Exclusive 3 Lantai 37 Kamar Di Pogung Jl. Kaliurang Km. 4,Rp 12.000.000.000,774,668,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
397,,Rp 4.500.000.000,459,200,2,2,1,SHM - Sertifikat Hak Milik,"Srandakan, Bantul Kab., Yogyakarta D.I."
398,HARGA DISKON 2BEDROOM Apartemen Mataram City Di Yogyakarta,Rp 1.200.001.100,45632,68,2,2,,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
399,Unit Spesial Terbesar Dan Termurah Se Jogja Mataram City Harga Diskon,Rp 900.000.001,57,57,2,1,,,"Ngaglik, Sleman Kab., Yogyakarta D.I."
400,Dijual Cepat Hunian Murah kawasan ring road minimalis modern,Rp 481.000.000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
401,"RUMAH CANTIK MODERN DI JL SOLO, PROLIMAN BOGEM",Rp 650.000.000,94,50,2,1,1,,"Kalasan, Sleman Kab., Yogyakarta D.I."
402,Rumah Kodya Dekat Kampus UST Taman Siswa,Rp 1.450.000.000,72,130,3,2,3,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
403,"RUMAH DENGAN TANAH LUAS BARAT UGM &amp; RS.SARJIYO DEKAT TUGU, MALIOBORO",Rp 2.098.900.000,150,300,6,2,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
404,Kost Mewah Exclusive 3 Lantai 37 Kamar Di Pogung Jl. Kaliurang Km. 4,Rp 12.000.000.000,774,668,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
405,,Rp 4.500.000.000,459,200,2,2,1,SHM - Sertifikat Hak Milik,"Srandakan, Bantul Kab., Yogyakarta D.I."
406,HARGA DISKON 2BEDROOM Apartemen Mataram City Di Yogyakarta,Rp 1.200.001.100,45632,68,2,2,,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
407,Unit Spesial Terbesar Dan Termurah Se Jogja Mataram City Harga Diskon,Rp 900.000.001,57,57,2,1,,,"Ngaglik, Sleman Kab., Yogyakarta D.I."
408,Murah siap huni di Maguwoharjo Depok sleman,Rp 695.000.000,100,65,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
409,Rumah dijual kos di dekat kampus isi sewon jl parangtritis,Rp 850.000.000,120,85,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
410,Dijual Rumah Mewah Di Kawasan Premium Seturan,Rp 2.100.000.000,171,300,5,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
411,Rumah bagus 2 lantai di jalan kaliurang km 8 jaban,Rp 1.600.000.000,115,180,4,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
412,Rumah bagus minimalis modern,Rp 2.000.000.000,129,131,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
413,Rumah mewah perumahan bale agung jalan kaliurang Km 6,Rp 5.500.000.000,360,580,7,6,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
414,"Kost eksklusif dekat UGM Jl Monjali, Pogung, Pandega,Nandan,tugu Jogja",Rp 3.300.000.000,0,0,4,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
415,Rumah 2 lantai Fully Furnish di Karangmojo Purwomartani Kalasan Sleman,Rp 1.300.000.000,136,95,3,2,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
416,Rumah 2 lantai Fully Furnish di Karangmojo Purwomartani Kalasan Sleman,Rp 1.300.000.000,145,200,4,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
417,Rumah bagus dengan lingkungan perumahan  kodya nyaman sekali,Rp 1.650.000.000,170,150,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
418,Rumah cantik dalam ringroad dekat sekali ke UGM pogung,Rp 2.500.000.000,135,200,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
419,Homestay Cantik di Prawirotaman dijual semi furnished,Rp 4.900.000.000,340,180,4,4,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
420,"RUMAH MEWAH  ALIMDO REGENCY SLEMAN,SIAP HUNI JL GITO GATI",Rp 1.200.000.000,108,72,3,3,2,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
421,"FREE BIAYA + Bonus AC, Hunian Nyaman di Grand Village Banguntapan",Rp 475.000.000,60,30,2,1,1,HGB - Hak Guna Bangun,"Banguntapan, Bantul Kab., Yogyakarta D.I."
422,"Rumah Cantik di Dekat SMKN 1 Kalasan , RS Bhayangkara 400Jutaan",Rp 488.000.000,100,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
423,Rumah siap bangun di daerah strategis kulon progo 15 menit ke NYIA,Rp 350.000.000,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
424,Homestay Cantik di Prawirotaman dijual semi furnished,Rp 4.900.000.000,340,180,4,4,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
425,Rumah 2 Lantai di area Pugeran dalam ringroad dekat Kampus UPN Jogja,Rp 1.500.000.000,124,170,4,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
426,Rumah baru siap huni purwomartani japlaksari,Rp 978.000.000,165,95,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
427,Rumah Siap Huni Hanya 5 Menit Ke UII Kaliurang!!,Rp 830.000.099,138,75,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
428,"Hunian mewah, 3 kali lebih murah! Lokasi Strategis Bantul",Rp 499.000.000,142,100,3,2,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
429,"Kost Dekat UGM, SKE Jogja",Rp 9.000.000.000,751,450,9,9,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
430,Rumah Full furnish Siap Huni Dekat RS Nur Hidayah,Rp 870.000.221,177,85,3,3,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I."
431,"Rumah Siap Huni Dekat UMY,Warung Teduh ,Alma Ata",Rp 185.000.000,60,30,2,1,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
432,Dijual Rumah  Lokasi Utara Jogjabay Waterpark Maguwoharjo  Yogyaka,Rp 3.400.000.000,327,327,5,4,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
433,"Guest House Dijual di Yogyakatya, Samping Kopi Klothok jl Kaliurang",Rp 7.000.000.000,400,1000,8,9,,,"Ngaglik, Sleman Kab., Yogyakarta D.I."
434,"Strategis, Dekat Indomart Bugisan, Tipe 30, Ideal Minimalis",Rp 309.000.000,106,45,2,1,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
435,"Harga di bawah pasar, perum Patra Graha pinggir jalan aspal",Rp 338.899.999,104,56,3,2,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
436,Orizya Village Kaliurang Dekat Kampus UII dan UGM,Rp 907.999.000,100,76,3,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
437,Rumah baru siap huni dekat ikip pgri bantol,Rp 555.000.000,110,60,3,2,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
438,Rumah siap bangun di Kasongan Bangunjiwo model bisa pilih sendiri,Rp 335.000.000,90,45,2,1,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
439,Cluster Siap Huni 400jutaan dekat Kampus UMY - LAR,Rp 485.000.000,92,50,2,1,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
440,RUMAH KEREN depan aspal BISA KPR hanya 2 menit dari Gapura Bantul,Rp 350.000.000,96,40,2,1,1,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I."
441,Rumah palagan Km 7 Cantik Siap bangun,Rp 1.500.000.000,217,120,4,3,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
442,"RUMAH DENGAN TANAH LUAS BARAT UGM &amp; RS.SARJIYO DEKAT TUGU, MALIOBORO",Rp 2.098.900.000,150,300,6,2,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
443,Jual kos di umbulharjo jogja,Rp 850.000.000,156,156,7,3,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
444,Orizya Village Kaliurang Dekat Kampus UII dan UGM,Rp 907.999.000,100,76,3,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
445,Rumah baru siap huni dekat ikip pgri bantol,Rp 555.000.000,110,60,3,2,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
446,Rumah siap bangun di Kasongan Bangunjiwo model bisa pilih sendiri,Rp 335.000.000,90,45,2,1,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
447,Cluster Siap Huni 400jutaan dekat Kampus UMY - LAR,Rp 485.000.000,92,50,2,1,0,,"Kasihan, Bantul Kab., Yogyakarta D.I."
448,Kost Dijual Beserta Rumah Induk Dekat Kampus Isi,Rp 3.000.000.000,250,500,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
449,,Rp 1.200.000.000,198,225,5,4,2,SHM - Sertifikat Hak Milik,"Gondomanan, Yogyakarta Kota, Yogyakarta D.I."
450,Rumah Mewah Dekat Ring Road Selatan Wirobrajan,Rp 3.600.000.000,350,500,6,6,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
451,Rumah 2 lantai Laguna Spring jl wonosari banguntapan Bantul Yogyakarta,Rp 2.500.000.000,128,115,3,2,2,HGB - Hak Guna Bangun,"Banguntapan, Bantul Kab., Yogyakarta D.I."
452,Rumah Mewah Include Private Pool Di Lokasi Premium Jogja Jakal Km 9,Rp 2.299.000.000,203,150,4,3,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
453,Rumah Modern PROMO DP 10 Juta dekat Kampus UMY,Rp 407.800.900,107,53,2,2,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
454,Unit Tipe One Bedroom di Uttara The Icon,Rp 1.100.000.000,35,35,1,1,7,"Lainnya (PPJB, Girik, Adat, dll)","Depok, Sleman Kab., Yogyakarta D.I."
455,HUNIAN 2 LANTAI DI JOGJA DEKAT KAMPUS UGM UMY AKSES BANDARA,Rp 638.200.001,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
456,RUMAH 2 LANTAI DI JOGJA MURAH INVESTASI COCOK UNTUK PENSIUN,Rp 638.200.000,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
457,ISTIMEWA! Dijual Apartemen Studio Yudhistira Mataram City Yogyakarta,Rp 650.000.000,34,34,1,1,,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
458,Rumah bagus dalam perumahan di maguwoharjo,Rp 785.000.000,120,70,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
459,Rumah Baru Tajem Maguwo Utara Lotte Mart,Rp 650.000.000,100,65,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
460,Rumah kos2an 14 KT 14 KM full penghuni bisa TT samping minimarket,Rp 2.250.000.000,287,287,&gt;10,&gt;10,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
461,Rumah dengan Kolam Renang di Pandega Asih dekat UGM,Rp 6.500.000.000,624,800,5,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
462,Dijual cepat karena pindah tugas rumah baru selesai bangun,Rp 575.000.000,103,70,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
463,RUMAH DI PURWOMARTANI KALASAN SLEMAN DALAM CLUSTER DEKAT SAMBISARI,Rp 1.600.000.000,146,134,4,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
464,Rumah bagus dalam perumahan di maguwoharjo,Rp 785.000.000,120,70,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
465,Rumah Baru Tajem Maguwo Utara Lotte Mart,Rp 650.000.000,100,65,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
466,Jual murah Rumah Siap Huni Lok strategis dekat jl.Bibis raya.1283,Rp 350.000.000,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
467,RUMAH 2 LANTAI BARU MODERN FULL FURNISH DI PURWOMARTANI SLEMAN YOGYA,Rp 1.100.000.000,116,177,3,2,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
468,Rumah Murah dan Luas di Jalan Kaliurang Km 13 Dekat Kampus UII,Rp 570.000.000,135,52,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
469,,Rp 650.000.000,34,34,1,1,,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
470,Dijual Rumah 3 Kamar tanah luas dekat Kampus UMY,Rp 495.000.000,102,45,2,1,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
471,Rumah Dalam Ringroad Dekat Kampus UPY,Rp 550.000.000,92,45,2,1,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
472,Rumah Mewah Balirejo Timoho Umbulharjo Dekat Baciro Gondokusuman,Rp 1.300.000.000,115,125,5,2,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I."
473,Rumah Hook Lingkungan Perumahan dekat Jalan Lempongsari,Rp 1.400.000.000,118,120,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
474,Dijual Rumah Halaman Luas Full Furnished Dengan Kolam Renang Pribadi,Rp 3.000.000.000,765,765,5,3,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
475,Rumah Hook dlm Perumahan Jalan Lebar dkt Perumahan Casagrande Seturan,Rp 1.900.000.000,229,117,4,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
476,"rumah dalam perum di Condongcatur dkt amikom,upn,candi gebang",Rp 900.000.000,134,80,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
477,"Rumah Perumhan Condongcatur Proses Renovasi Dekat UPN,UII,Casa Grande",Rp 3.300.000.000,300,301,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
478,Dijual Rumah Mewah Baru Siap Huni Dalam Perumahan Di Jl Palagan,Rp 1.700.000.000,144,125,4,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
479,Rumah Mewah Hook Perum Elite Nandan Griya Idaman Dekat Al Azhar &amp; UGM,Rp 3.750.000.000,235,269,5,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
